title,date,authors,keyword,Unnamed: 4
Accurate Depth Control of Through-Silicon Vias by Substrate Integrated Etch Stop Layers,May 2017,M. Wietstruck,"BiCMOS integrated circuits,buried layers,etching,integrated circuit bonding,isolation technology,three-dimensional integrated circuits",
Application of a Metallic Cap Layer to Control Cu TSV Extrusion,May 2017,Golareh Jalilvand,"cobalt,copper,extrusion,three-dimensional integrated circuits,tungsten",
Development of TSV Electroplating Process for Via-Last Technology,May 2017,Gilho Hwang,"copper,electroplating,nickel,sputter etching,three-dimensional integrated circuits,vapour deposition",
Reliability Evaluation of Copper (Cu) Through-Silicon Vias (TSV) Barrier and Dielectric Liner by Electrical Characterization and Physical Failure Analysis (PFA),May 2017,Jiawei Marvin Chan,"copper,failure analysis,high-temperature electronics,integrated circuit reliability,three-dimensional integrated circuits,vias",
Vertical Delay Modeling of Copper/Carbon Nanotube Composites in a Tapered through Silicon Via,May 2017,Madhav Rao,"copper,integrated circuit design,integrated circuit interconnections,three-dimensional integrated circuits",
"Latency, Bandwidth and Power Benefits of the SuperCHIPS Integration Scheme",May 2017,SivaChandra Jangam,"elemental semiconductors,fine-pitch technology,integrated circuit interconnections,lead bonding,printed circuits,silicon,system-on-chip",
Key Properties for Successful Ultra Thin Die Pickup,May 2017,Stefan Behler,"finite element analysis,grinding,integrated circuit testing,three-dimensional integrated circuits",
Fine Pitch Cu Pillar with Bond on Lead (BOL) Assembly Challenges for Low Cost and High Performance Flip Chip Package,May 2017,Nokibul Islam,"ball grid arrays,copper,fine-pitch technology,flip-chip devices,integrated circuit bonding,integrated circuit design,integrated circuit interconnections,integrated circuit packaging,integrated circuit reliability,reflow soldering",
"Improvement of C2W Collective Bonding Reliability and UPH through Innovations in Machine, Materials and Methods",May 2017,Tomonori Nakamura,"flip-chip devices,lead bonding,reliability,thermal resistance",
Thermo-Compression Bonding and Mass Reflow Assembly Processes of 3D Logic Die Stacks,May 2017,Pascale Gagnon,"fine-pitch technology,logic circuits,microassembling,reflow soldering,three-dimensional integrated circuits",
Chip Shooter to Enable Fine Pitch Flip Chip,May 2017,Jie Fu,"fine-pitch technology,flip-chip devices,solders,system-in-package",
Assembly Challenges for 75x75mm Large Body FCBGA with Emerging High Thermal Interface Material (TIM),May 2017,Fletcher Tung,"assembling,ball grid arrays,copper alloys,electromigration,fine-pitch technology,heat sinks,thermal expansion,thermal resistance",
Fine Pitch Interconnect Rework for Lead-Free Flip Chip Packages,May 2017,M. Kanso,"copper,flip-chip devices,fracture,integrated circuit interconnections,laminates,lead bonding,reflow soldering,solders,three-dimensional integrated circuits,titanium alloys,tungsten alloys",
A Novel Organic Substrate with Enhanced Thermal Conductivity,May 2017,Xiaoliang Zeng,"glass fibres,liquid crystals,polymer blends,thermal conductivity,thermal management (packaging)",
Infusing Inorganics into the Subsurface of Polymer Redistribution Layer Dielectrics for Improved Adhesion to Metals Interconnects,May 2017,Shreya Dwarakanath,"dielectric materials,electronics packaging,polymers,reliability",
Development of Solder Resist with Improved Adhesion at HTSL (175 deg C for 3000 Hours) and Crack Resistance at TST for Automotive IC Package,May 2017,Chiho Ueta,"automotive electronics,ball grid arrays,delamination,elastomers,integrated circuit packaging,internal stresses,resists,solders,thermal shock",
Bondable Copper Substrates with Silver Solid Solution Coatings for High-Power Electronic Applications,May 2017,Yongjun Huo,"annealing,bonding processes,copper,electron beam deposition,electronics packaging,silver,solid solutions,tensile strength,X-ray diffraction",
On-Chip Integrated Solid-State Micro-Supercapacitor,May 2017,A. M. Saleem,"CMOS integrated circuits,electrochemical electrodes,nanofibres,solid electrolytes,supercapacitors",
Development of CPU Package Embedded with Multilayer Thin Film Capacitor for Stabilization of Power Supply,May 2017,Tomoyuki Akahoshi,"electronics packaging,microprocessor chips,reliability,thin film capacitors",
Panel-Based Integrated Passive Device for RF Applicatio,May 2017,Ming-Hung Chen,"capacitors,glass,inductors,passive networks",
"Phototriggerable, Fully Transient Electronics: Component and Device Fabrication",May 2017,Gerald Gourdin,"metastable states,photoelectric devices,polymers",
Novel High Temperature Capacitive Pressure Sensor Utilizing SiC Integrated Circuit Twin Ring Oscillators,May 2017,Maximilian C. Scardelletti,"capacitive sensors,monolithic integrated circuits,oscillators,pressure sensors,silicon compounds,wide band gap semiconductors",
An Experimental Magnesium Ion Battery Cell Made of Flexible Materials,May 2017,Todd Houghton,"electrochemical electrodes,graphite,magnesium compounds,molybdenum compounds,polymer electrolytes,primary cells",
"Fractal-Structured, Wearable Soft Sensors for Control of a Robotic Wheelchair via Electrooculograms",May 2017,Saswat Mishra,"brain,diseases,electro-oculography,health care,human-robot interaction,learning (artificial intelligence),medical robotics,medical signal processing,wheelchairs",
Micro-Hermetic Packaging Technology for Active Implantable Neural Interfaces,May 2017,Kaustubh Nagarkar,"encapsulation,leakage currents,life testing,microcavities,neural nets,prosthetics,silicon compounds",
Biopackaging of Minimally Invasive Ultrasound Assisted Clot Lysis Device for Stroke Treatment,May 2017,Ramona Damalerio,"biomechanics,biomedical electronics,biomedical transducers,biomedical ultrasonics,bioMEMS,blood,blood vessels,brain,buckling,catheters,diseases,elastic constants,flexible electronics,haemodynamics,ISO standards,medical disorders,micromachining,neurophysiology,piezoelectric transducers,printed circuits,resins,silicone rubber,surgery,three-dimensional integrated circuits,three-dimensional printing,toxicology,ultrasonic therapy,ultrasonic transducers,viscosity",
A Low-Profile Flow Sensing System for Monitoring of Cerebrospinal Fluid with a New Ventriculoamniotic Shunt,May 2017,Yanfei Chen,"biosensors,flow sensors,microsensors,patient monitoring",
First Demonstration of 28 GHz and 39 GHz Transmission Lines and Antennas on Glass Substrates for 5G Modules,May 2017,Atom O. Watanabe,"5G mobile communication,conductors (electric),coplanar transmission lines,coplanar waveguides,glass,microstrip antennas,microwave antennas,millimetre wave antennas,telecommunication standards",
Integrated Antenna-in-Package on Low-Cost Organic Substrate for Millimeter-Wave Wireless Communication Applications,May 2017,Cheng-Yu Ho,"ball grid arrays,flip-chip devices,millimetre wave antenna arrays,Yagi antenna arrays",
Aerosol-Jet Printed Quasi-Optical Terahertz Filters,May 2017,Christopher Oakley,"aerosols,band-pass filters,band-stop filters,optical filters,optical metamaterials,photolithography",
High Performance Chip-Partitioned Millimeter Wave Passive Devices on Smooth and Fine Pitch InFO RDL,May 2017,Che-Wei Hsu,"baluns,chip scale packaging,fine-pitch technology,microstrip lines,millimetre wave devices,power combiners",
Directional through Glass Via (TGV) Antennas for Wireless Point-to-Point Interconnects in 3D Integration and Packaging,May 2017,Seahee Hwangbo,"antenna feeds,antenna radiation patterns,coplanar waveguides,directive antennas,electromagnetic shielding,impedance matching,integrated circuit interconnections,millimetre wave antenna arrays,monopole antenna arrays,radio links,reflector antennas,system-in-package,three-dimensional integrated circuits",
RF Characterization and Modeling of 10 ?m Fine-Pitch Cu-Pillar on a High Density Silicon Interposer,May 2017,H. Jacquinot,"copper,elemental semiconductors,fine-pitch technology,integrated circuit interconnections,silicon",
Miniature 2.4-GHz Switched Beamformer Module in IPD and Its Application to Very-Low-Profile 1D and 2D Scanning Antenna Arrays,May 2017,Chia-Hao Chen,"antenna arrays,array signal processing,matrix algebra,microwave antennas,UHF antennas",
"Development of Liquid, Granule and Sheet Type Epoxy Molding Compounds for Fan Out Wafer Level Package",May 2017,Kenichi Ueno,"compression moulding,encapsulation,wafer level packaging",
Ultra-Low Temperature FOWLP Process for the Embedding of Low Thermal Budget Sensors and Components Using SU-8 as Dielectric,May 2017,R. Pinto,"cryogenic electronics,dielectric materials,low-temperature techniques,reliability,soldering,solders,temperature sensors,thermal resistance,wafer level packaging",
Integrated Copper Heat Slugs and EMI Shields in Panel Laminate (LFO) and Glass Fanout (GFO) Packages for High Power RF ICs,May 2017,Venky Sundaram,"copper alloys,electromagnetic interference,electromagnetic shielding,integrated circuit bonding,integrated circuit packaging,laminates,polymers,radiofrequency integrated circuits,thermal conductivity",
Implementation of Thick Copper Inductor Integrated into Chip Scaled Package,May 2017,S. B. Yang,"delamination,etching,integrated circuit design,integrated circuit packaging,integrated circuit reliability,integrated circuit testing,passivation,surface roughness,X-ray photoelectron spectra",
Passive Devices Fabrication on FOWLP and Characterization for RF Applications,May 2017,Chunmei Wang,"chemical vapour deposition,MIM devices,thin film capacitors,thin film inductors,thin film resistors,wafer level packaging",
Compression Molding Encapsulants for Wafer-Level Embedded Active Devices: Wafer Warpage Control by Epoxy Molding Compounds,May 2017,Kihyeok Kwon,"compression moulding,encapsulation,thermal expansion,wafer level packaging,Young's modulus",
Additive Manufacturing of Magnetic Components for Heterogeneous Integration,May 2017,Yi Yan,"curing,electronics industry,extrusion,ferrites,magnetic cores,power electronics,scanning electron microscopy,sintering,three-dimensional printing,windings",
